"ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(days)","Age(wks)","Expr1011","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","DrugDose","Drug","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","mgMeth_gMouse_day","d2-d4","d3-d5","d2-d4bias","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","TestNumber","n_group_iqr","outlier_flag_DrugVolConsumed","outlier_flag_DrugPreferenceScore"
46489,"Sucrose","SUC0314","049876","B6J-(WT372)Srgap3<S642P> Cyfip2 S968F<N>","M",2025-07-30,2025-04-10,"Fionna",111,15.8571428571429,NA,NA,95.4000015258789,92.6999969482422,88.6100006103516,87.0299987792969,2,NA,NA,NA,NA,NA,NA,"day 8-10 sucrose","2","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"049876_7/30/2025_Sucrose","049876_7/30/2025_Sucrose","yes",NA,"Kumar Lab","yes","WT372","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,6.79000091552734,5.66999816894531,0.544943928718567,6.7900009155273,5.6699981689453,0.54494393374305,4,"eligible",FALSE,TRUE
46490,"Sucrose","SUC0314","049877","B6J-(WT372)Srgap3<S642P> Cyfip2 S968F<N>","M",2025-07-30,2025-04-10,"Fionna",111,15.8571428571429,NA,NA,96.3000030517578,94.5,85.1800003051758,90.0299987792969,2,NA,NA,NA,NA,NA,NA,"day 8-10 sucrose","2","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"049877_7/30/2025_Sucrose","049877_7/30/2025_Sucrose","yes",NA,"Kumar Lab","yes","WT372","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,11.120002746582,4.47000122070313,0.713277757167816,11.120002746582,4.4700012207031,0.713277736806021,4,"eligible",FALSE,TRUE
48592,"Sucrose","SUC0356","051417","B6J-Cyfip2 C179R<HET>","F",2025-09-17,2025-05-20,"Fionna",120,17.1428571428571,NA,20.8999996185303,94.5,94.6999969482422,87.379997253418,89.1800003051758,2,NA,NA,NA,NA,NA,NA,"day 1-3, both water days","0","Both Water Bottles","Percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395091.402247149,"051417_9/17/2025_Sucrose","051417_9/17/2025_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,7.12000274658203,5.51999664306641,0.563291370868683,7.120002746582,5.51999664306641,0.563291383733212,1,"eligible",TRUE,FALSE
52209,"Sucrose","SUC0415","057298","B6J-Cyfip2 C179R<HET>","M",2026-02-04,2025-11-14,"Fionna",82,11.7142857142857,NA,27.1700000762939,93.1600036621094,94.6600036621094,86.2399978637695,91.4400024414063,2,NA,NA,NA,NA,NA,NA,"day 1-3, both water days","0","Both Water Bottles","Percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295698.146109083,"057298_2/4/2026_Sucrose","057298_2/4/2026_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,6.92000579833984,3.22000122070313,0.682445883750916,6.9200057983399,3.2200012207031,0.68244585879912,1,"eligible",TRUE,FALSE
48653,"Sucrose","SUC0356","051424","B6J-Cyfip2 C179R<HET>","F",2025-09-22,2025-05-19,"Fionna",126,18,NA,NA,93.1999969482422,82.6999969482422,89.8000030517578,77.7200012207031,2,NA,NA,NA,NA,NA,NA,"day 6-8 sucrose","0.5","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"051424_9/22/2025_Sucrose","051424_9/22/2025_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,3.39999389648438,4.97999572753906,0.405727684497833,3.3999938964844,4.97999572753911,0.405727697649816,3,"eligible",TRUE,FALSE
48009,"Sucrose","SUC0341","051901","B6J-Cyfip2 C179R<HET>","M",2025-08-25,2025-05-28,"Fionna",89,12.7142857142857,NA,NA,93.879997253418,83.3099975585938,92.1500015258789,77.3300018310547,2,NA,NA,NA,NA,NA,NA,"day 6-8 sucrose","0.5","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"051901_8/25/2025_Sucrose","051901_8/25/2025_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,1.72999572753906,5.97999572753906,0.224383607506752,1.72999572753909,5.97999572753911,0.224383611527822,3,"eligible",TRUE,TRUE
48683,"Sucrose","SUC0356","051424","B6J-Cyfip2 C179R<HET>","F",2025-09-24,2025-05-19,"Fionna",128,18.2857142857143,NA,NA,96.0800018310547,92.9700012207031,77.0899963378906,89.5500030517578,2,NA,NA,NA,NA,NA,NA,"day 8-10 sucrose","2","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"051424_9/24/2025_Sucrose","051424_9/24/2025_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,18.9900054931641,3.41999816894531,0.84738963842392,18.9900054931641,3.4199981689453,0.847389664878645,4,"eligible",TRUE,FALSE
48057,"Sucrose","SUC0341","051901","B6J-Cyfip2 C179R<HET>","M",2025-08-27,2025-05-28,"Fionna",91,13,NA,NA,97.129997253418,94.3099975585938,89.870002746582,92.5800018310547,2,NA,NA,NA,NA,NA,NA,"day 8-10 sucrose","2","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"051901_8/27/2025_Sucrose","051901_8/27/2025_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,7.25999450683594,1.72999572753906,0.807564198970795,7.25999450683599,1.72999572753911,0.807564226162993,4,"eligible",TRUE,FALSE
52304,"Sucrose","SUC0404","056721","B6J-Cyfip2 C179R<HET>","M",2026-02-11,2025-10-20,"Fionna",114,16.2857142857143,NA,NA,94.1999969482422,97.129997253418,75.379997253418,95.0999984741211,2,NA,NA,NA,NA,NA,NA,"day 8-10 sucrose","2","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"056721_2/11/2026_Sucrose","056721_2/11/2026_Sucrose","yes",NA,"Kumar Lab","yes","C179R","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,18.8199996948242,2.02999877929688,0.902637958526611,18.8199996948242,2.0299987792969,0.902637941109851,4,"eligible",TRUE,FALSE
46433,"Sucrose","SUC0312","050124","B6J-Cyfip2 S968F<N> (GET202)","M",2025-07-28,2025-04-15,"Fionna",104,14.8571428571429,NA,NA,98.0999984741211,88.8000030517578,89.1999969482422,87.1999969482422,2,NA,NA,NA,NA,NA,NA,"day 6-8 sucrose","0.5","Sucrose drinking","percent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"050124_7/28/2025_Sucrose","050124_7/28/2025_Sucrose","yes",NA,"Kumar Lab","yes","GET202","SPT5: 2 day water, 3 days 0.25% sucrose, 2 days 0.5% sucrose, 2 days 2% 2-bottle choice sucrose vs water skip weekend work",NA,NA,8.90000152587891,1.60000610351563,0.847618579864502,8.90000152587889,1.6000061035156,0.847618577053561,3,"eligible",TRUE,TRUE
